sepal length,sepal width,petal length,petal width,iris,Seto=0 || Versi=1,,Sigmoid1,,,,,,,,Sigmoid2,,,,,,,,Sigmoid3,,,,,,Sigmoid4,,,,,,Sigmoid5,,,,,,Sigmoid6,,,,,,,Sigmoid7,,,,,,,Sigmoid8,,,,,,,,Sigmoid8,,,,,Sigmoid7,,,,,,Sigmoid6,,,,,,Sigmoid5,,,,,Sigmoid4,,,,,Sigmoid3,,,,,Sigmoid2,,,,,,,Sigmoid1,,,,,
,,,,,,,w1,w2,w3,w4,bias,result,activation,,w1,w2,w3,w4,bias,result,activation,,w1,w2,bias,result,activation,,w1,w2,bias,result,activation,,w1,w2,bias,result,activation,,w1,w2,w3,bias,result,activation,,w1,w2,w3,bias,result,activation,,w1,w2,bias,result,activation,error,prediksi,,Tau,Δw1,Δw2,Δbias,,Tau,Δw1,Δw2,Δw3,Δbias,,Tau,Δw1,Δw2,Δw3,Δbias,,Tau,Δw1,Δw2,Δbias,,Tau,Δw1,Δw2,Δbias,,Tau,Δw1,Δw2,Δbias,,Tau,Δw1,Δw2,Δw3,Δw4,Δbias,,Tau,Δw1,Δw2,Δw3,Δw4,Δbias
5.1,3.5,1.4,0.2,Iris-setosa,0,,0.452543796168721,0.686554604425621,0.755619030386078,0.465061443194766,0.147803666797166,6.00959707392678,0.997550935446771,,0.736235153188597,0.569860441514963,0.551897210073155,0.448236804110341,0.147803666797166,6.75941794828587,0.998841439717189,,0.950681949867408,0.577931364094359,0.968753966237092,2.49436943040941,0.923746152251669,,0.550595415137802,0.125157777428264,0.968753966237092,1.64301371225876,0.837944596717604,,0.782240652883166,0.931548987598682,0.968753966237092,2.67954859320534,0.935809012694868,,0.371927364405116,0.341314616008594,0.372660086078379,0.151874411803637,1.1301822890789,0.755872538329674,,0.614808701122437,0.91334845297801,0.0856462113057533,0.151874411803637,1.56528548137273,0.82711047739153,,0.721815942710629,0.90597561311739,0.785566635611536,2.08050940630565,0.888994313209378,0.790310888918614,1,,0.0877290030025176,0.0663119441846446,0.0725615775544953,0.0877290030025176,,0.0113655877350502,0.0104989179383314,0.00952373283110518,0.0106360194370342,0.0113655877350502,,0.0146664465619992,0.0135480735788515,0.0122896696496747,0.0137249928769265,0.0146664465619992,,0.000386795105523705,0.000385847819341404,0.00038634698007686,0.000386795105523705,,0.00208940146683661,0.00208428438776671,0.00208698076928228,0.00208940146683661,,0.00168961203942057,0.00168547407046612,0.00168765452201834,0.00168961203942057,,0.0000018495852929937,0.00000943288499426786,0.00000647354852547794,0.00000258941941019118,0.00000036991705859874,0.0000018495852929937,,0.00000747398921013092,0.0000381173449716677,0.0000261589622354582,0.0000104635848941833,0.00000149479784202618,0.00000747398921013092
4.9,3,1.4,0.2,Iris-setosa,0,,0.452547607903218,0.686557220321845,0.755620076744568,0.46506159267455,0.147804414196087,5.5758397798647,0.996226004088115,,0.736236096477097,0.569861088869815,0.551897469015096,0.448236841102047,0.147803851755695,6.32724781594446,0.998216242467375,,0.950850497274455,0.578100129546561,0.968922927441034,2.49325385791183,0.923667535063395,,0.550803843576579,0.125366475505192,0.968962906383776,1.64283087061662,0.837919766486097,,0.7822792376651,0.931587622296689,0.968792645747644,2.67804546062596,0.935718659591179,,0.373282171763001,0.342543582973562,0.374032585366071,0.153341056459837,1.13514298841396,0.756786770112941,,0.61585859291627,0.914300826261121,0.0867098132494567,0.153010970577142,1.56910628410967,0.827656164674568,,0.728447137129094,0.913231770872839,0.794339535911787,2.10146059695731,0.891045060061875,0.793961299060671,1,,0.0865060056523509,0.0654666006130144,0.0715972288595412,0.0865060056523509,,0.0112686782513962,0.0104085122638896,0.00944224824901686,0.0105443125087607,0.0112686782513962,,0.0145407898457622,0.01343085551471,0.0121840152320845,0.0136060883838736,0.0145407898457622,,0.000385907613589586,0.000384451199833533,0.000385219247976948,0.000385907613589586,,0.00207569860001804,0.00206786492198727,0.0020719960570048,0.00207569860001804,,0.0016796642659057,0.00167332521983283,0.0016766681521191,0.0016796642659057,,0.00000283244000595584,0.0000138789560291836,0.00000849732001786751,0.00000396541600833817,0.000000566488001191167,0.00000283244000595584,,0.0000114382957075565,0.0000560476489670269,0.0000343148871226695,0.0000160136139905791,0.0000022876591415113,0.0000114382957075565
4.7,3.2,1.3,0.2,Iris-setosa,0,,0.452553212668115,0.686560651810557,0.755621678105967,0.465061821440465,0.147805558025658,5.54712028918543,0.996116472454625,,0.7362374843727,0.569861938601817,0.551897865556697,0.448236897750847,0.147804134999696,6.23879311985107,0.998051593513607,,0.951017829796438,0.578267796361773,0.969090893867625,2.49355651536237,0.923688871439001,,0.551010630068777,0.125573675110893,0.969170476243778,1.64337024790067,0.837993006088983,,0.782317682785084,0.931626144221487,0.968831236509003,2.67792172482295,0.935711216574196,,0.374625257314472,0.34376198449677,0.375393194204459,0.154795135444414,1.14016207779605,0.757709395439327,,0.616899444142659,0.915245051086022,0.0877642445003328,0.154137838402282,1.57305192941452,0.828218249792414,,0.734993797190395,0.920391493758793,0.802990136477022,2.12218687428255,0.893040996682304,0.797522221755323,1,,0.085302181962664,0.0646342647245856,0.0706488238485916,0.085302181962664,,0.0111700355601347,0.0103176375404744,0.00936041167715816,0.0104519275631507,0.0111700355601347,,0.0144135839693711,0.0133136671100597,0.0120784825590093,0.0134869521911746,0.0144135839693711,,0.000384460784858839,0.000382967720810724,0.000383711698971857,0.000384460784858839,,0.00206059831975854,0.00205259592942381,0.00205658343662648,0.00206059831975854,,0.00166856469099934,0.0016620847740606,0.00166531364873243,0.00166856469099934,,0.00000307599967628112,0.0000144571984785213,0.00000984319896409958,0.00000399879957916545,0.000000615199935256224,0.00000307599967628112,,0.0000116943765977625,0.0000549635700094839,0.0000374220051128401,0.0000152026895770913,0.00000233887531955251,0.0000116943765977625
4.6,3.1,1.5,0.2,Iris-setosa,0,,0.452558709025116,0.686564394011068,0.755623198374925,0.465062055327997,0.147806727463318,5.58437361904115,0.996257953722994,,0.736238930092547,0.569862922921713,0.551898265436655,0.44823695927084,0.147804442599664,6.21857337209184,0.998011875358292,,0.951184038273844,0.578434327726646,0.969257750336725,2.49416674210748,0.923731873823843,,0.55121588966172,0.125779333454555,0.969376536075753,1.64405901883203,0.838086492364658,,0.782355979557165,0.931664515391384,0.968869682587489,2.67811030007459,0.935722559525182,,0.375956624025478,0.344969832752671,0.376741889423576,0.156236493841351,1.14516005278398,0.758625770791206,,0.617931207896706,0.916181092253738,0.0888094372566479,0.155254841958296,1.57699758644049,0.828778882621016,,0.741457223662854,0.927456376143653,0.811520354673289,2.1426651715833,0.894981373022514,0.800991658057264,1,,0.0841190441495941,0.0638148747062053,0.0697160874174485,0.0841190441495941,,0.0110709228417112,0.0102265643015331,0.00927839089164953,0.0103593122577518,0.0110709228417112,,0.01428585744531,0.0131963018671365,0.0119727841567614,0.0133675990937374,0.01428585744531,,0.000382845384919431,0.000381412759772124,0.000382084240575708,0.000382845384919431,,0.00204511909574471,0.00203746616544644,0.00204105314407523,0.00204511909574471,,0.00165712885855445,0.00165092780567877,0.00165383427983627,0.00165712885855445,,0.00000312002593562429,0.0000143521193038718,0.00000967208040043531,0.00000468003890343644,0.000000624005187124859,0.00000312002593562429,,0.0000111955305967252,0.000051499440744936,0.0000347061448498482,0.0000167932958950878,0.00000223910611934504,0.0000111955305967252
5,3.6,1.4,0.2,Iris-setosa,0,,0.45256385896919,0.686567864625553,0.755624877704514,0.465062279238608,0.147807847016377,6.03315873914836,0.99760782856759,,0.736240365304478,0.569863890129753,0.551898733440545,0.448237021671359,0.147804754602257,6.74282221674279,0.998822074968268,,0.951349131054412,0.57859971115463,0.96942346322258,2.49641496813494,0.923890113455311,,0.551419636278264,0.125983438768963,0.969581047985328,1.64551663368527,0.838284189630528,,0.782394120833142,0.931702723815442,0.968907967125981,2.68003571494931,0.935838268132483,,0.377276254212192,0.346167111168347,0.37807864933295,0.157665079585882,1.15023376556609,0.759553612594139,,0.61895386432686,0.917108931342903,0.0898453684824231,0.156361934242467,1.58108594153303,0.829358258802789,,0.747838711133474,0.934427984885397,0.819932259088248,2.16293142028858,0.896871001208172,0.804377592808149,1,,0.082954655796885,0.0630085084920274,0.0687991288912893,0.082954655796885,,0.0109701874830695,0.0101352477583591,0.00919613472433986,0.0102663212552444,0.0109701874830695,,0.0141567411817378,0.0130792732165532,0.0118673723093422,0.0132484201499173,0.0141567411817378,,0.000380564162046758,0.00037965378733011,0.000380115885994103,0.000380564162046758,,0.00202823181469936,0.00202337993649393,0.00202584270967467,0.00202823181469936,,0.00164453026677015,0.00164059626844625,0.00164259313340348,0.00164453026677015,,0.0000018373057315992,0.000009186528657996,0.00000661430063375712,0.00000257222802423888,0.00000036746114631984,0.0000018373057315992,,0.00000711324173169354,0.0000355662086584677,0.0000256076702340968,0.00000995853842437096,0.00000142264834633871,0.00000711324173169354
5.4,3.9,1.7,0.4,Iris-setosa,0,,0.452567415590056,0.686570425392577,0.755625873558357,0.465062421503443,0.147808558340551,6.73988621520849,0.998818615588368,,0.736241283957344,0.569864551559817,0.551898990663347,0.448237058417474,0.14780493833283,7.46350273028045,0.99942668554755,,0.951513190681257,0.57876397046797,0.969587916249257,2.49840916079872,0.924030220961376,,0.551621974271914,0.12618602303993,0.969783871166798,1.64686784660642,0.838467281480211,,0.782432086211875,0.931740735404041,0.968946023542186,2.68166031165875,0.935935748005273,,0.378584181533847,0.347353848399281,0.379403491347942,0.159080753704055,1.15524610606884,0.760467834684277,,0.619967389102695,0.918028544815337,0.0908720006079475,0.157458952990774,1.58511480868647,0.82992768036349,,0.754139561982677,0.941307897774526,0.828227724667937,2.1829440845265,0.898707393993768,0.807674980019069,1,,0.081811503532163,0.0622150169433691,0.0678976313534975,0.081811503532163,,0.0108697601619597,0.0100439868842528,0.00911393825334027,0.0101733971078217,0.0108697601619597,,0.0140278388037912,0.0129621469894777,0.0117618838668574,0.0131291558037237,0.0140278388037912,,0.000378345822486584,0.000377898850629692,0.000378128911358529,0.000378345822486584,,0.00201146858610396,0.00200909226847185,0.0020103153820929,0.00201146858610396,,0.00163199860238453,0.00163007058467586,0.0016310629539994,0.00163199860238453,,0.000000888632977837654,0.00000479861808032333,0.00000346566861356685,0.00000151067606232401,0.000000355453191135061,0.000000888632977837654,,0.00000349095938486101,0.0000188511806782495,0.000013614741600958,0.00000593463095426372,0.00000139638375394441,0.00000349095938486101
4.6,3.4,1.4,0.3,Iris-setosa,0,,0.452569300708124,0.686571786866737,0.755626467021452,0.465062561141819,0.147808907436489,5.76136758821334,0.996863066198571,,0.736241763819152,0.569864898126678,0.551899141730954,0.448237093962793,0.147805027196128,6.3791877210071,0.998306372810492,,0.951676197739724,0.57892707676337,0.969751116109495,2.49638855874194,0.923888256400699,,0.551822883498761,0.12638705457814,0.969985018025408,1.64624987169462,0.83838356551262,,0.782469876096938,0.931778548295177,0.968983858124435,2.67919964082963,0.935788047761565,,0.379880396232795,0.348530036785967,0.380716406928314,0.160483537584435,1.15992229261987,0.76131859472018,,0.620971787791121,0.918939938640671,0.0918893403187297,0.15854592900697,1.58866755993981,0.830428555494868,,0.760361063677014,0.948097660909876,0.836408875021153,2.20261326251713,0.900483937380761,0.810871321480758,1,,0.0806947212046244,0.0614343917488414,0.0670112007660173,0.0806947212046244,,0.0107734101731921,0.00995342714039997,0.00903225003373069,0.010081628473706,0.0107734101731921,,0.0139021901394973,0.0128440702081312,0.0116553677375862,0.0130095033702503,0.0139021901394973,,0.000377522972619975,0.000376338708046348,0.000376883589448882,0.000377522972619975,,0.00199795748049774,0.00199169002014335,0.00199457368538529,0.00199795748049774,,0.00162205011895112,0.00161696185510537,0.00161930297076692,0.00162205011895112,,0.000002609403034872,0.0000120032539604112,0.0000088719703185648,0.0000036531642488208,0.0000007828209104616,0.000002609403034872,,0.0000091986127472887,0.000042313618637528,0.0000312752833407816,0.0000128780578462042,0.00000275958382418661,0.0000091986127472887
5,3.4,1.5,0.2,Iris-setosa,0,,0.452573532069988,0.686574914395071,0.755627754827237,0.465062837100201,0.147809827297764,5.97148639625184,0.99745604061082,,0.736242964144548,0.56986578532371,0.551899507047379,0.448237172244884,0.147805288136432,6.68406047397983,0.998750873012633,,0.951837893925235,0.579089007060447,0.969913321121391,2.49769542945304,0.923980103017319,,0.552022052500775,0.126586511946678,0.970184813773458,1.64723093390911,0.838516451944695,,0.782507509967743,0.931816236654122,0.969021610421697,2.680190732908,0.935847575557584,,0.381164803253608,0.349695573559726,0.382017357265339,0.161873756598384,1.16479795999498,0.762203435745819,,0.621967130505161,0.919843163644044,0.0928975031661003,0.159623270024289,1.59255005237957,0.830974575148121,,0.766504502851898,0.954798780986478,0.844478347141616,2.22212422411216,0.902218755089538,0.813998682035315,1,,0.0795938044848886,0.060666671242463,0.0661404278662529,0.0795938044848886,,0.0106740907829387,0.00986264750123592,0.00895040073104533,0.00998932198049473,0.0106740907829387,,0.0137742384657331,0.0127271222765532,0.0115499255665267,0.0128905876733084,0.0137742384657331,,0.000375446374169576,0.000374491253840873,0.000374977393971292,0.000375446374169576,,0.00198171363034178,0.00197667223134521,0.00197923821836489,0.00198171363034178,,0.00160987473271761,0.00160577927677591,0.00160786379474269,0.00160987473271761,,0.00000191247729156834,0.0000095623864578417,0.00000650242279133236,0.00000286871593735251,0.000000382495458313668,0.00000191247729156834,,0.00000740966444881874,0.0000370483222440937,0.0000251928591259837,0.0000111144966732281,0.00000148193288976375,0.00000740966444881874
4.4,2.9,1.4,0.2,Iris-setosa,0,,0.452577236902212,0.686577433680983,0.755628866276904,0.46506298529349,0.147810568264209,5.28111797815516,0.994939003230907,,0.736243920383194,0.569866435565989,0.551899793918972,0.448237210494429,0.147805479384161,5.90219854579703,0.997274022624906,,0.951998471852912,0.579249793439921,0.970074308594662,2.49492549086582,0.923785311476472,,0.55221971972391,0.126784435768515,0.970382985136492,1.64624674690815,0.838383142114345,,0.782544959093127,0.931853734393519,0.969059155059114,2.67695717883927,0.935653169210193,,0.382437515481263,0.350850566116378,0.38330641603267,0.163251180444958,1.16933040277692,0.763023961555845,,0.622953395255284,0.920738203717148,0.0938964353641497,0.160690679102583,1.59595176099692,0.831451827169175,,0.772571169976144,0.961412823773103,0.852437727590104,2.24129649127916,0.903897139717334,0.817030039189178,1,,0.0785189237029384,0.0599118202209172,0.0652847025801651,0.0785189237029384,,0.0105790188125022,0.00977274218882283,0.0088692710325124,0.00989829247905197,0.0105790188125022,,0.0136498179792358,0.0126095013535455,0.0114437772867206,0.0127714954514142,0.0136498179792358,,0.000374808097481563,0.000372911194911178,0.000373786379087826,0.000374808097481563,,0.0019687086703082,0.00195874504208848,0.00196334201501478,0.0019687086703082,,0.00160027715789249,0.00159217816036674,0.00159591483856619,0.00160027715789249,,0.00000414803467593408,0.0000182513525741099,0.0000120293005602088,0.00000580724854630771,0.000000829606935186816,0.00000414803467593408,,0.0000146223765566647,0.0000643384568493248,0.0000424048920143277,0.0000204713271793306,0.00000292447531133295,0.0000146223765566647
4.9,3.1,1.5,0.1,Iris-setosa,0,,0.452583670747897,0.686581674170185,0.755630913409622,0.465063277741021,0.147812030501864,5.67382790498267,0.996577064327383,,0.736245745518451,0.569867638496045,0.551900374643827,0.448237293455123,0.147805894187628,6.39467401787703,0.998332355378776,,0.952157689668949,0.579409384923777,0.970234336310452,2.497575987437,0.923971712881055,,0.552415594228119,0.126980769970016,0.970579856003523,1.64787357836002,0.838603451323025,,0.782582250212618,0.931891113031428,0.969096635868862,2.67933720720968,0.935796313461618,,0.383698465616618,0.35199494384505,0.384583565577811,0.164616162242881,1.17421874839085,0.763906727591032,,0.623930669474167,0.9216251308204,0.0948862646120549,0.161748580983833,1.59991510253103,0.832006519207271,,0.778562351998236,0.96794129403112,0.860289619960398,2.26037210534476,0.905541464300938,0.820005343568286,1,,0.0774565040188668,0.0591695445156941,0.0644443162987014,0.0774565040188668,,0.0104791502479033,0.00968243840409315,0.00878785156482425,0.00980635017019831,0.0104791502479033,,0.0135216862922501,0.0124936556444906,0.0113393327923882,0.0126535441840722,0.0135216862922501,,0.000372178053767584,0.000370904112230777,0.00037155739303808,0.000372178053767584,,0.00195136378673424,0.00194468439401837,0.00194810960541124,0.00195136378673424,,0.00158715666521963,0.00158172393005221,0.00158450985194383,0.00158715666521963,,0.00000252098399212416,0.0000123528215614084,0.00000781505037558491,0.00000378147598818625,0.000000252098399212416,0.00000252098399212416,,0.00000982583657008869,0.0000481465991934346,0.0000304600933672749,0.000014738754855133,0.000000982583657008869,0.00000982583657008869
